country,gdp_per_capita,brand,cars_sold,country_total,share
Malaysia,11075,Chevrolet,234,596834,0.0003920688164548
Malaysia,11075,Ford,6755,596834,0.0113180549365485
Malaysia,11075,Honda,102282,596834,0.1713742849770623
Malaysia,11075,Hyundai,2949,596834,0.0049410723919883
Malaysia,11075,Kia,5658,596834,0.0094800229209461
Malaysia,11075,Lexus,1011,596834,0.0016939383480163
Malaysia,11075,Mazda,16038,596834,0.0268717934970192
Malaysia,11075,Mercedes Benz,13463,596834,0.0225573610082535
Malaysia,11075,Mitsubishi,9261,596834,0.0155168773896929
Malaysia,11075,Nissan,28610,596834,0.0479362770887717
Malaysia,11075,Porsche,342,596834,0.0005730236548185
Malaysia,11075,Subaru,5175,596834,0.0086707526715971
Malaysia,11075,Toyota,65551,596834,0.1098312093479929
Malaysia,11075,Volkswagen,7001,596834,0.0117302298461548
Malaysia,11075,Volvo,1384,596834,0.0023189027434764
Mexico,9945,Acura,2149,1421454,0.0015118322506391
Mexico,9945,Audi,14781,1421454,0.0103985074437864
Mexico,9945,BMW,18501,1421454,0.0130155460535479
Mexico,9945,Buick,2995,1421454,0.0021069974828591
Mexico,9945,Cadillac,1134,1421454,0.0007977746729756
Mexico,9945,Chevrolet,226286,1421454,0.1591933330237911
Mexico,9945,Chrysler,28954,1421454,0.0203692838459774
Mexico,9945,Dodge,5975,1421454,0.0042034423906788
Mexico,9945,Ford,68785,1421454,0.0483905916054969
Mexico,9945,GMC,5654,1421454,0.0039776172848365
Mexico,9945,Honda,83828,1421454,0.0589734173599708
Mexico,9945,Hyundai,50016,1421454,0.0351865062112456
Mexico,9945,Infiniti,2089,1421454,0.0014696219504816
Mexico,9945,Jeep,9642,1421454,0.0067831952353013
Mexico,9945,Kia,94234,1421454,0.0662940904172769
Mexico,9945,Lincoln,1908,1421454,0.0013422875450067
Mexico,9945,Mazda,58112,1421454,0.0408820827124901
Mexico,9945,Mercedes Benz,20528,1421454,0.0144415506938669
Mexico,9945,Mitsubishi,14061,1421454,0.009891983841897
Mexico,9945,Nissan,312034,1421454,0.2195174799888002
Mexico,9945,Porsche,1486,1421454,0.0010454084338993
Mexico,9945,Subaru,1184,1421454,0.0008329499231069
Mexico,9945,Toyota,108761,1421454,0.0765139075903968
Mexico,9945,Volkswagen,157064,1421454,0.1104953097321475
Mexico,9945,Volvo,1940,1421454,0.0013647997050907
Myanmar,1459,Chevrolet,270,17047,0.0158385639702
Myanmar,1459,Ford,1219,17047,0.0715081832580512
Myanmar,1459,Mazda,416,17047,0.0244031207837156
Myanmar,1459,Mitsubishi,181,17047,0.0106177039948378
Myanmar,1459,Nissan,1054,17047,0.0618290608318179
Myanmar,1459,Toyota,3017,17047,0.1769812870299759
Netherlands,47826,Audi,13914,443482,0.0313744413527493
Netherlands,47826,BMW,20672,443482,0.0466129403222678
Netherlands,47826,Ford,24780,443482,0.0558759994768671
Netherlands,47826,Honda,1263,443482,0.0028479171646199
Netherlands,47826,Hyundai,15396,443482,0.034716177883206
Netherlands,47826,Jeep,1151,443482,0.002595370274329
Netherlands,47826,Kia,26340,443482,0.0593936168773479
Netherlands,47826,Lexus,955,443482,0.0021534132163199
Netherlands,47826,Mazda,9745,443482,0.0219738343382595
Netherlands,47826,Mercedes Benz,15623,443482,0.035228036312635
Netherlands,47826,Mitsubishi,6758,443482,0.0152384989695184
Netherlands,47826,Nissan,15532,443482,0.0350228419642736
Netherlands,47826,Porsche,1488,443482,0.0033552658281508
Netherlands,47826,Subaru,653,443482,0.001472438565714
Netherlands,47826,Toyota,23449,443482,0.0528747502717133
Netherlands,47826,Volkswagen,50190,443482,0.1131725752116207
Netherlands,47826,Volvo,16268,443482,0.0366824358147568
New Zealand,40365,Audi,1813,160286,0.011311031531138
New Zealand,40365,BMW,1651,160286,0.0103003381455648
New Zealand,40365,Ford,16375,160286,0.1021611369676702
New Zealand,40365,Honda,5311,160286,0.0331345220418501
New Zealand,40365,Hyundai,8108,160286,0.0505845800631371
New Zealand,40365,Jeep,1564,160286,0.0097575583644235
New Zealand,40365,Kia,6898,160286,0.0430355739116329
New Zealand,40365,Lexus,808,160286,0.0050409892317482
New Zealand,40365,Mazda,12246,160286,0.0764009333316696
New Zealand,40365,Mercedes Benz,3683,160286,0.0229776774016445
New Zealand,40365,Mitsubishi,12334,160286,0.0769499519608699
New Zealand,40365,Nissan,8339,160286,0.0520257539647879
New Zealand,40365,Porsche,348,160286,0.0021711191245648
New Zealand,40365,Subaru,3641,160286,0.0227156457831625
New Zealand,40365,Toyota,32290,160286,0.2014524038281571
New Zealand,40365,Volkswagen,5923,160286,0.0369526970540159
New Zealand,40365,Volvo,639,160286,0.0039866239097613
Norway,75953,Audi,4813,190271,0.0252954995769192
Norway,75953,BMW,12332,190271,0.0648128196099247
Norway,75953,Ford,10526,190271,0.0553210946492108
Norway,75953,Honda,922,190271,0.0048457200519259
Norway,75953,Hyundai,4964,190271,0.0260891044878094
Norway,75953,Jeep,116,190271,0.0006096567527368
Norway,75953,Kia,4480,190271,0.0235453642436314
Norway,75953,Lexus,924,190271,0.0048562313752489
Norway,75953,Mazda,3630,190271,0.0190780518313353
Norway,75953,Mercedes Benz,11214,190271,0.0589369898723399
Norway,75953,Mitsubishi,5549,190271,0.0291636665598015
Norway,75953,Nissan,15423,190271,0.0810580698056981
Norway,75953,Porsche,749,190271,0.0039364905844821
Norway,75953,Subaru,1735,190271,0.0091185729827456
Norway,75953,Toyota,18154,190271,0.0954112818033226
Norway,75953,Volkswagen,30503,190271,0.1603134476614933
Norway,75953,Volvo,11388,190271,0.0598514750014453
Pakistan,1491,Honda,50992,264093,0.1930834971013998
Pakistan,1491,Toyota,65565,264093,0.2482648158035237
Philippines,3500,Audi,464,391168,0.0011861910994764
Philippines,3500,BMW,508,391168,0.0012986747382198
Philippines,3500,Chevrolet,4017,391168,0.0102692449280104
Philippines,3500,Ford,23560,391168,0.0602298756544502
Philippines,3500,Honda,23294,391168,0.0595498609293193
Philippines,3500,Hyundai,35378,391168,0.0904419584424083
Philippines,3500,Jeep,330,391168,0.0008436272905759
Philippines,3500,Kia,2238,391168,0.0057213268979057
Philippines,3500,Lexus,618,391168,0.0015798838350785
Philippines,3500,Mazda,3777,391168,0.0096556978075916
Philippines,3500,Mercedes Benz,773,391168,0.0019761330170157
Philippines,3500,Mitsubishi,66081,391168,0.1689325302683246
Philippines,3500,Nissan,34952,391168,0.0893529123036649
Philippines,3500,Porsche,109,391168,0.0002786526505235
Philippines,3500,Subaru,3035,391168,0.0077588146269633
Philippines,3500,Toyota,152389,391168,0.3895743005562827
Philippines,3500,Volkswagen,1363,391168,0.003484436354712
Philippines,3500,Volvo,103,391168,0.000263313972513
Poland,14332,Audi,14686,531597,0.0276261905165002
Poland,14332,BMW,15625,531597,0.0293925661732477
Poland,14332,Ford,31912,531597,0.0600304365901237
Poland,14332,Honda,7362,531597,0.0138488366187168
Poland,14332,Hyundai,22800,531597,0.0428896325600031
Poland,14332,Infiniti,874,531597,0.0016441025814667
Poland,14332,Jeep,4345,531597,0.0081734848014567
Poland,14332,Kia,24709,531597,0.0464806987247858
Poland,14332,Lexus,4141,531597,0.0077897354574988
Poland,14332,Mazda,12574,531597,0.0236532561319947
Poland,14332,Mercedes Benz,21155,531597,0.0397951831932836
Poland,14332,Mitsubishi,5395,531597,0.0101486652482989
Poland,14332,Nissan,14764,531597,0.0277729182068371
Poland,14332,Porsche,1672,531597,0.0031452397210668
Poland,14332,Subaru,1990,531597,0.0037434372278248
Poland,14332,Toyota,56037,531597,0.1054125587616183
Poland,14332,Volkswagen,56049,531597,0.1054351322524393
Poland,14332,Volvo,10456,531597,0.0196690350020786
Portugal,21057,Audi,4851,266934,0.0181730315358852
Portugal,21057,BMW,13813,266934,0.0517468737590565
Portugal,21057,Ford,12208,266934,0.0457341515131081
Portugal,21057,Honda,1832,266934,0.0068631197224782
Portugal,21057,Hyundai,4702,266934,0.0176148411217754
Portugal,21057,Jeep,1449,266934,0.0054283081211085
Portugal,21057,Kia,5622,266934,0.0210613859605745
Portugal,21057,Lexus,560,266934,0.0020978968583994
Portugal,21057,Mazda,2474,266934,0.0092682086208575
Portugal,21057,Mercedes Benz,17973,266934,0.0673312504214525
Portugal,21057,Mitsubishi,3796,266934,0.0142207437044363
Portugal,21057,Nissan,15553,266934,0.0582653389976548
Portugal,21057,Porsche,260,266934,0.0009740235413997
Portugal,21057,Toyota,11770,266934,0.0440932964702885
Portugal,21057,Volkswagen,13741,266934,0.0514771441629766
Portugal,21057,Volvo,5088,266934,0.019060891456315
Puerto Rico,29753,Acura,850,109819,0.0077400085595388
Puerto Rico,29753,Audi,377,109819,0.003432921443466
Puerto Rico,29753,BMW,1501,109819,0.0136679445269033
Puerto Rico,29753,Chevrolet,805,109819,0.0073302434005044
Puerto Rico,29753,Chrysler,180,109819,0.0016390606361376
Puerto Rico,29753,Dodge,730,109819,0.0066473014687804
Puerto Rico,29753,Ford,8596,109819,0.0782742512679955
Puerto Rico,29753,Honda,5902,109819,0.0537429770804687
Puerto Rico,29753,Hyundai,15069,109819,0.1372166929219898
Puerto Rico,29753,Infiniti,672,109819,0.0061191597082472
Puerto Rico,29753,Jeep,7185,109819,0.0654258370591609
Puerto Rico,29753,Kia,10627,109819,0.0967683187790819
Puerto Rico,29753,Lexus,1066,109819,0.009706881322904
Puerto Rico,29753,Mazda,1314,109819,0.0119651426438048
Puerto Rico,29753,Mercedes Benz,1334,109819,0.0121472604922645
Puerto Rico,29753,Mitsubishi,7566,109819,0.068895182072319
Puerto Rico,29753,Nissan,10893,109819,0.0991904861635964
Puerto Rico,29753,Porsche,181,109819,0.0016481665285606
Puerto Rico,29753,Subaru,286,109819,0.0026042852329742
Puerto Rico,29753,Toyota,30006,109819,0.2732314080441453
Puerto Rico,29753,Volkswagen,801,109819,0.0072938198308125
Puerto Rico,29753,Volvo,349,109819,0.0031779564556224
Romania,10714,Audi,1970,185535,0.0106179427062279
Romania,10714,BMW,2780,185535,0.0149836957986363
Romania,10714,Ford,13957,185535,0.0752256986552402
Romania,10714,Honda,1250,185535,0.0067372732907537
Romania,10714,Hyundai,6343,185535,0.0341876195866009
Romania,10714,Jeep,975,185535,0.0052550731667879
Romania,10714,Kia,3350,185535,0.01805589241922
Romania,10714,Lexus,153,185535,0.0008246422507882
Romania,10714,Mazda,2259,185535,0.0121756002910502
Romania,10714,Mercedes Benz,7975,185535,0.042983803595009
Romania,10714,Mitsubishi,634,185535,0.0034171450130703
Romania,10714,Nissan,4132,185535,0.0222707305899156
Romania,10714,Porsche,331,185535,0.0017840299673915
Romania,10714,Toyota,5596,185535,0.0301614250680464
Romania,10714,Volkswagen,16459,185535,0.0887110248740129
Romania,10714,Volvo,700,185535,0.0037728730428221
Russia,9739,Audi,16216,1800511,0.0090063320912785
Russia,9739,BMW,35619,1800511,0.0197827172397169
Russia,9739,Cadillac,1176,1800511,0.0006531479118983
Russia,9739,Chevrolet,30021,1800511,0.0166735998835886
Russia,9739,Ford,53234,1800511,0.0295660509710854
Russia,9739,Honda,5113,1800511,0.0028397493822587
Russia,9739,Hyundai,178530,1800511,0.099155184278241
Russia,9739,Infiniti,4654,1800511,0.00258482175338
Russia,9739,Jeep,1773,1800511,0.0009847204488059
Russia,9739,Kia,227584,1800511,0.1263996720930891
Russia,9739,Lexus,24312,1800511,0.0135028333623065
Russia,9739,Mazda,31683,1800511,0.0175966711672408
Russia,9739,Mercedes Benz,44133,1800511,0.0245113748263687
Russia,9739,Mitsubishi,45391,1800511,0.025210065364777
Russia,9739,Nissan,80925,1800511,0.0449455737843312
Russia,9739,Porsche,5118,1800511,0.00284252637168
Russia,9739,Subaru,8032,1800511,0.0044609558064349
Russia,9739,Toyota,108492,1800511,0.0602562272599278
Russia,9739,Volkswagen,113745,1800511,0.063173732345984
Russia,9739,Volvo,7772,1800511,0.0043165523565254
Singapore,61373,Audi,2941,93011,0.0316199159239229
Singapore,61373,BMW,5416,93011,0.0582296717592542
Singapore,61373,Ford,113,93011,0.0012149100644009
Singapore,61373,Honda,15040,93011,0.1617013041468213
Singapore,61373,Hyundai,6581,93011,0.0707550719807334
Singapore,61373,Infiniti,224,93011,0.0024083172958037
Singapore,61373,Kia,4085,93011,0.0439195363989205
Singapore,61373,Mazda,5414,93011,0.058208168926256
Singapore,61373,Mercedes Benz,7467,93011,0.0802808269989571
Singapore,61373,Mitsubishi,4355,93011,0.0468224188536839
Singapore,61373,Nissan,6596,93011,0.0709163432282203
Singapore,61373,Porsche,575,93011,0.0061820644869961
Singapore,61373,Subaru,3196,93011,0.0343615271311995
Singapore,61373,Toyota,20031,93011,0.215361623893948
Singapore,61373,Volkswagen,2489,93011,0.026760275666319
Singapore,61373,Volvo,1416,93011,0.0152240057627592
Slovakia,17730,Audi,1582,107078,0.014774276695493
Slovakia,17730,BMW,2785,107078,0.0260090774949102
Slovakia,17730,Ford,2870,107078,0.0268028913502306
Slovakia,17730,Honda,1211,107078,0.0113095126916826
Slovakia,17730,Hyundai,7651,107078,0.071452585965371
Slovakia,17730,Jeep,515,107078,0.0048095780645884
Slovakia,17730,Kia,7043,107078,0.0657744821531967
Slovakia,17730,Lexus,201,107078,0.0018771362931694
Slovakia,17730,Mazda,1991,107078,0.0185939221875642
Slovakia,17730,Mercedes Benz,3421,107078,0.0319486729300136
Slovakia,17730,Mitsubishi,1329,107078,0.0124115131025981
Slovakia,17730,Nissan,1641,107078,0.0153252769009507
Slovakia,17730,Porsche,133,107078,0.0012420852089131
Slovakia,17730,Subaru,453,107078,0.0042305608995311
Slovakia,17730,Toyota,5082,107078,0.0474607295616279
Slovakia,17730,Volkswagen,9328,107078,0.0871140663815162
Slovakia,17730,Volvo,737,107078,0.0068828330749547
Slovenia,23476,Audi,1802,72784,0.0247581886128819
Slovenia,23476,BMW,1529,72784,0.0210073642558804
Slovenia,23476,Ford,2436,72784,0.0334688942624752
Slovenia,23476,Honda,410,72784,0.0056331061771817
Slovenia,23476,Hyundai,3430,72784,0.0471257419213013
Slovenia,23476,Jeep,418,72784,0.0057430204440536
Slovenia,23476,Kia,2651,72784,0.0364228401846559
Slovenia,23476,Mazda,1385,72784,0.0190289074521872
Slovenia,23476,Mercedes Benz,1399,72784,0.019221257419213
Slovenia,23476,Mitsubishi,364,72784,0.0050010991426687
Slovenia,23476,Nissan,2375,72784,0.0326307979775774
Slovenia,23476,Toyota,2391,72784,0.0328506265113211
Slovenia,23476,Volkswagen,11852,72784,0.1628379863706309
Slovenia,23476,Volvo,419,72784,0.0057567597274126
South Africa,6199,Audi,9053,545883,0.0165841398248342
South Africa,6199,BMW,16195,545883,0.0296675294889197
South Africa,6199,Ford,57867,545883,0.1060062321046817
South Africa,6199,Honda,7530,545883,0.013794164683641
South Africa,6199,Hyundai,35858,545883,0.0656880686887116
South Africa,6199,Jeep,767,545883,0.0014050629896882
South Africa,6199,Kia,17335,545883,0.031755889082459
South Africa,6199,Lexus,823,545883,0.0015076490749849
South Africa,6199,Mazda,14644,545883,0.0268262613050781
South Africa,6199,Mercedes Benz,19773,545883,0.0362220475816246
South Africa,6199,Mitsubishi,1689,545883,0.0030940696083226
South Africa,6199,Nissan,48143,545883,0.0881928911506678
South Africa,6199,Porsche,1332,545883,0.0024400833145564
South Africa,6199,Subaru,1031,545883,0.0018886831060868
South Africa,6199,Toyota,129582,545883,0.2373805375877248
South Africa,6199,Volkswagen,81003,545883,0.1483889404872472
South Africa,6199,Volvo,2680,545883,0.0049094769391975
Spain,27725,Audi,55216,1555112,0.035506124317734
Spain,27725,BMW,49418,1555112,0.0317777754914115
Spain,27725,Ford,91756,1555112,0.0590028242338815
Spain,27725,Honda,8017,1555112,0.0051552556986249
Spain,27725,Hyundai,64873,1555112,0.0417159664384301
Spain,27725,Infiniti,1759,1555112,0.0011311082417214
Spain,27725,Jeep,17240,1555112,0.0110860182417729
Spain,27725,Kia,67786,1555112,0.043589143418609
Spain,27725,Lexus,7247,1555112,0.0046601145126524
Spain,27725,Mazda,21362,1555112,0.0137366311879787
Spain,27725,Mercedes Benz,67805,1555112,0.043601361188133
Spain,27725,Mitsubishi,12951,1555112,0.0083280175318562
Spain,27725,Nissan,71210,1555112,0.0457909140949333
Spain,27725,Porsche,2253,1555112,0.0014487702493453
Spain,27725,Subaru,3099,1555112,0.0019927825134138
Spain,27725,Toyota,77020,1555112,0.0495269794072709
Spain,27725,Volkswagen,121579,1555112,0.0781802211030459
Spain,27725,Volvo,15866,1555112,0.0102024805930376
Sweden,52983,Audi,17469,414659,0.0421285924096667
Sweden,52983,BMW,19979,414659,0.0481817589875053
Sweden,52983,Cadillac,104,414659,0.0002508084956554
Sweden,52983,Chevrolet,293,414659,0.0007066047041062
Sweden,52983,Ford,18650,414659,0.0449767158074466
Sweden,52983,Honda,3075,414659,0.0074157319628899
Sweden,52983,Hyundai,4629,414659,0.0111633896768187
Sweden,52983,Jeep,1075,414659,0.0025924916618233
Sweden,52983,Kia,23045,414659,0.0555757863690405
Sweden,52983,Lexus,1585,414659,0.0038224179385953
Sweden,52983,Mazda,5264,414659,0.0126947684724074
Sweden,52983,Mercedes Benz,26140,414659,0.0630397507349412
Sweden,52983,Mitsubishi,5131,414659,0.0123740229923865
Sweden,52983,Nissan,14044,414659,0.03386879339409
Sweden,52983,Porsche,1833,414659,0.0044204997359275
Sweden,52983,Subaru,4884,414659,0.0117783528152047
Sweden,52983,Toyota,24291,414659,0.0585806650766051
Sweden,52983,Volkswagen,70401,414659,0.1697804702176969
Sweden,52983,Volvo,69943,414659,0.1686759481887526
Switzerland,87980,Audi,18374,339736,0.0540831704617703
Switzerland,87980,BMW,24289,339736,0.0714937480867497
Switzerland,87980,Cadillac,233,339736,0.000685826641863
Switzerland,87980,Chevrolet,248,339736,0.0007299785715967
Switzerland,87980,Dodge,209,339736,0.0006151835542892
Switzerland,87980,Ferrari,373,339736,0.0010979113193773
Switzerland,87980,Ford,20166,339736,0.0593578543339534
Switzerland,87980,Honda,3702,339736,0.0108966962582711
Switzerland,87980,Hyundai,8282,339736,0.0243777521369534
Switzerland,87980,Infiniti,127,339736,0.0003738196717451
Switzerland,87980,Jeep,4843,339736,0.0142551863800127
Switzerland,87980,Kia,4879,339736,0.0143611510113735
Switzerland,87980,Lamborghini,143,339736,0.000420915063461
Switzerland,87980,Lexus,734,339736,0.0021605010949678
Switzerland,87980,Mazda,6226,339736,0.0183259943014576
Switzerland,87980,Mercedes Benz,30805,339736,0.0906733463630583
Switzerland,87980,Mitsubishi,4857,339736,0.0142963948477641
Switzerland,87980,Nissan,6271,339736,0.0184584500906586
Switzerland,87980,Porsche,3564,339736,0.0104904985047213
Switzerland,87980,Subaru,4681,339736,0.013778345538889
Switzerland,87980,Toyota,10474,339736,0.0308298208020345
Switzerland,87980,Volkswagen,40304,339736,0.1186332917324039
Switzerland,87980,Volvo,8121,339736,0.0239038547578119
Thailand,6491,Chevrolet,19149,964649,0.0198507436383596
Thailand,6491,Ford,64547,964649,0.0669124209945793
Thailand,6491,Honda,127026,964649,0.131681057047693
Thailand,6491,Hyundai,4894,964649,0.0050733479224049
Thailand,6491,Kia,1109,964649,0.0011496409574881
Thailand,6491,Mazda,65709,964649,0.0681170042160412
Thailand,6491,Mercedes Benz,142,964649,0.00014720380159
Thailand,6491,Mitsubishi,81551,964649,0.0845395579117378
Thailand,6491,Nissan,69314,964649,0.0718541148127453
Thailand,6491,Subaru,2247,964649,0.0023293446631883
Thailand,6491,Toyota,302185,964649,0.3132590196019484
Turkey,12006,Audi,13295,620726,0.0214184680519262
Turkey,12006,BMW,12728,620726,0.0205050215392943
Turkey,12006,Ford,65428,620726,0.1054056056939777
Turkey,12006,Honda,28661,620726,0.0461733518492861
Turkey,12006,Hyundai,33529,620726,0.0540157815203487
Turkey,12006,Jeep,2430,620726,0.0039147707684227
Turkey,12006,Kia,9641,620726,0.0155318127482979
Turkey,12006,Mazda,1005,620726,0.0016190718610143
Turkey,12006,Mercedes Benz,22438,620726,0.0361479944452141
Turkey,12006,Mitsubishi,3849,620726,0.0062008035751684
Turkey,12006,Nissan,26346,620726,0.0424438480102331
Turkey,12006,Porsche,565,620726,0.0009102244790777
Turkey,12006,Subaru,1471,620726,0.0023698056791563
Turkey,12006,Toyota,33978,620726,0.0547391280532795
Turkey,12006,Volkswagen,66834,620726,0.1076706952826206
Turkey,12006,Volvo,5943,620726,0.0095742727064759
Ukraine,2336,Audi,2917,96220,0.0303159426314695
Ukraine,2336,BMW,2148,96220,0.0223238411972562
Ukraine,2336,Chevrolet,636,96220,0.0066098524215339
Ukraine,2336,Ford,4458,96220,0.0463313240490542
Ukraine,2336,Honda,972,96220,0.01010184992725
Ukraine,2336,Hyundai,5099,96220,0.0529931407191852
Ukraine,2336,Infiniti,445,96220,0.0046248181251299
Ukraine,2336,Kia,4881,96220,0.0507274994803575
Ukraine,2336,Lexus,1563,96220,0.0162440241114113
Ukraine,2336,Mazda,3126,96220,0.0324880482228226
Ukraine,2336,Mercedes Benz,3700,96220,0.0384535439617543
Ukraine,2336,Mitsubishi,2195,96220,0.0228123051340677
Ukraine,2336,Nissan,5537,96220,0.0575452088962793
Ukraine,2336,Porsche,569,96220,0.0059135314903346
Ukraine,2336,Subaru,890,96220,0.0092496362502598
Ukraine,2336,Toyota,10082,96220,0.1047807108709208
Ukraine,2336,Volkswagen,7091,96220,0.0736956973602161
Ukraine,2336,Volvo,983,96220,0.0102161712741633
UK,47231,Audi,143739,2731734,0.0526182271041031
UK,47231,BMW,172048,2731734,0.062981241951083
UK,47231,Ferrari,885,2731734,0.0003239700497925
UK,47231,Ford,382175,2731734,0.1399019816717147
UK,47231,Honda,52570,2731734,0.0192441870255303
UK,47231,Hyundai,89961,2731734,0.0329318301123022
UK,47231,Infiniti,750,2731734,0.0002745508896547
UK,47231,Jeep,6114,2731734,0.0022381388524651
UK,47231,Kia,95764,2731734,0.0350561218625239
UK,47231,Lamborghini,541,2731734,0.0001980427084042
UK,47231,Lexus,12405,2731734,0.0045410717148887
UK,47231,Mazda,39602,2731734,0.014497019109474
UK,47231,Mercedes Benz,206108,2731734,0.0754495130199353
UK,47231,Mitsubishi,30851,2731734,0.0112935593289829
UK,47231,Nissan,116068,2731734,0.042488763547256
UK,47231,Porsche,12437,2731734,0.0045527858861807
UK,47231,Subaru,3141,2731734,0.0011498191258738
UK,47231,Toyota,111404,2731734,0.0407814230814566
UK,47231,Volkswagen,245360,2731734,0.0898184083809038
UK,47231,Volvo,50319,2731734,0.0184201682887133
USA,59600,Acura,158934,17779806,0.0089390176698215
USA,59600,Audi,223323,17779806,0.0125604857555813
USA,59600,BMW,311014,17779806,0.0174925418196351
USA,59600,Buick,206863,17779806,0.0116347163742956
USA,59600,Cadillac,154702,17779806,0.0087009948252528
USA,59600,Chevrolet,2033186,17779806,0.1143536661761101
USA,59600,Chrysler,181898,17779806,0.0102305953169567
USA,59600,Dodge,459324,17779806,0.0258340276603692
USA,59600,Ferrari,2488,17779806,0.0001399340352757
USA,59600,Ford,2458613,17779806,0.1382812050930139
USA,59600,GMC,556449,17779806,0.0312966856893714
USA,59600,Honda,1445894,17779806,0.0813222596467025
USA,59600,Hyundai,667634,17779806,0.0375501284997147
USA,59600,Infiniti,149280,17779806,0.008396042116545
USA,59600,Jeep,973227,17779806,0.0547377738542254
USA,59600,Kia,589673,17779806,0.0331653225012691
USA,59600,Lamborghini,1595,17779806,8.970851537975161e-05
USA,59600,Lexus,298310,17779806,0.0167780233372625
USA,59600,Lincoln,103587,17779806,0.0058261040643525
USA,59600,Mazda,300325,17779806,0.0168913541576325
USA,59600,Mercedes Benz,354139,17779806,0.019918046349887
USA,59600,Mitsubishi,118074,17779806,0.0066409048557672
USA,59600,Nissan,1344597,17779806,0.0756249533881303
USA,59600,Porsche,57202,17779806,0.0032172454525094
USA,59600,Subaru,680135,17779806,0.0382532295346754
USA,59600,Toyota,2128359,17779806,0.1197065367304907
USA,59600,Volkswagen,354064,17779806,0.0199138280811387
USA,59600,Volvo,98263,17779806,0.0055266632268091
Uruguay,16037,Audi,195,45301,0.004304540738615
Uruguay,16037,BMW,272,45301,0.0060042824661707
Uruguay,16037,Chevrolet,4497,45301,0.0992693318028299
Uruguay,16037,Ford,1036,45301,0.0228692523343855
Uruguay,16037,Honda,449,45301,0.0099114809827597
Uruguay,16037,Hyundai,2043,45301,0.0450983421999514
Uruguay,16037,Jeep,151,45301,0.0033332597514403
Uruguay,16037,Kia,950,45301,0.0209708394958168
Uruguay,16037,Mazda,103,45301,0.0022736804927043
Uruguay,16037,Mercedes Benz,656,45301,0.0144809165360588
Uruguay,16037,Mitsubishi,234,45301,0.005165448886338
Uruguay,16037,Nissan,3225,45301,0.0711904814463256
Uruguay,16037,Subaru,139,45301,0.0030683649367563
Uruguay,16037,Toyota,1779,45301,0.0392706562769033
Uruguay,16037,Volkswagen,6247,45301,0.1378998256109136
Vietnam,3062,Chevrolet,12334,270509,0.0455955254723502
Vietnam,3062,Ford,24636,270509,0.0910727554351241
Vietnam,3062,Honda,27099,270509,0.100177812937832
Vietnam,3062,Hyundai,9305,270509,0.03439811614401
Vietnam,3062,Kia,42209,270509,0.1560354738659342
Vietnam,3062,Lexus,588,270509,0.0021736799884661
Vietnam,3062,Mazda,32728,270509,0.120986732419254
Vietnam,3062,Mitsubishi,10278,270509,0.0379950389820671
Vietnam,3062,Nissan,2680,270509,0.0099072489270227
Vietnam,3062,Toyota,65856,270509,0.243452158708213
